Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1694728136,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1694728137,100,,Aggregated,0.000000,0.000000,500,650,730,760,850,860,870,870,870,870,870,100,0,500.0,498.9417942588625,93.17615900363307,868.6937470047269,509.5
1694728138,100,,Aggregated,0.000000,0.000000,400,590,690,740,840,860,870,870,870,870,870,120,0,400.0,418.2928312322474,8.082465996267274,868.6937470047269,515.125
1694728139,100,,Aggregated,82.000000,0.000000,120,390,520,620,770,850,870,870,870,870,870,186,0,120.0,281.20240280016634,8.046846996876411,868.6937470047269,494.98387096774195
1694728140,100,,Aggregated,55.000000,0.000000,59,220,400,520,740,840,860,870,870,870,870,237,0,59,227.60939674588502,6.63328000518959,868.6937470047269,476.746835443038
1694728141,100,,Aggregated,58.000000,0.000000,41,100,310,420,700,830,860,870,870,870,870,286,0,40,191.50227524735598,6.63328000518959,868.6937470047269,485.8986013986014
1694728142,100,,Aggregated,56.250000,0.000000,31,75,210,360,650,820,860,870,870,870,870,332,0,31,168.29371666477002,6.63328000518959,868.6937470047269,487.1355421686747
1694728143,100,,Aggregated,55.600000,0.000000,27,59,100,270,600,760,850,870,870,870,870,386,0,27,148.22270850950449,6.63328000518959,868.6937470047269,479.7720207253886
1694728144,100,,Aggregated,54.000000,0.000000,20,51,86,180,560,760,850,860,870,870,870,430,0,20,134.79569465518242,6.63328000518959,868.6937470047269,492.2325581395349
1694728145,100,,Aggregated,53.714286,0.000000,20,46,66,100,510,730,850,860,870,870,870,486,0,20,121.90916895217367,6.63328000518959,868.6937470047269,494.22222222222223
1694728146,100,,Aggregated,53.375000,0.000000,18,41,60,90,470,720,850,860,870,870,870,532,0,18,113.10895228707795,6.63328000518959,868.6937470047269,490.46804511278197
1694728147,100,,Aggregated,52.777778,0.000000,17,36,56,75,400,690,840,860,870,870,870,581,0,17,105.34410683259652,6.63328000518959,868.6937470047269,489.1686746987952
1694728148,100,,Aggregated,52.100000,0.000000,16,33,52,67,390,660,840,860,870,870,870,631,0,16,98.56908732600674,6.63328000518959,868.6937470047269,487.57052297939777
1694728149,100,,Aggregated,49.200000,0.000000,16,32,52,62,360,650,840,860,870,870,870,676,0,16,93.63784830725443,6.63328000518959,868.6937470047269,486.53402366863907
1694728150,100,,Aggregated,51.400000,0.000000,16,32,51,59,310,620,830,850,870,870,870,727,0,16,88.74094138327702,6.63328000518959,868.6937470047269,490.4662998624484
1694728151,100,,Aggregated,48.600000,0.000000,17,32,51,59,270,600,820,850,870,870,870,772,0,17,85.65232825338529,6.63328000518959,868.6937470047269,488.51554404145077
1694728152,100,,Aggregated,49.000000,0.000000,16,31,48,57,210,580,820,850,870,870,870,827,0,16,81.11612653156571,6.63328000518959,868.6937470047269,491.9516324062878
1694728153,100,,Aggregated,48.400000,0.000000,16,29,45,55,180,540,800,850,870,870,870,871,0,16,77.76262758619616,6.63328000518959,868.6937470047269,492.0631458094145
1694728154,100,,Aggregated,48.900000,0.000000,16,28,42,53,140,530,770,850,870,870,870,920,0,16,74.85378388215474,6.63328000518959,868.6937470047269,491.1576086956522
