Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1694881403,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1694881404,500,,Aggregated,0.000000,0.000000,490,560,780,840,900,920,930,950,950,950,950,94,0,490.0,574.8922990745453,302.46045800049615,950.7884350005043,545.4042553191489
1694881405,500,,Aggregated,0.000000,0.000000,1100,1300,1500,1600,1700,1800,1900,1900,1900,1900,1900,226,0,1100.0,1072.3491736460708,302.46045800049615,1918.7368850016355,509.5
1694881406,500,,Aggregated,56.000000,0.000000,1300,1600,1900,2000,2300,2400,2500,2500,2600,2600,2600,346,0,1200.0,1325.7029449306829,302.46045800049615,2587.4452980006026,503.64739884393066
1694881407,500,,Aggregated,96.000000,0.000000,1200,1900,2200,2400,3400,3700,3800,3900,3900,3900,3900,535,60,1200.0,1542.2398506392717,302.46045800049615,3887.025612000798,451.7289719626168
1694881408,500,,Aggregated,104.333333,0.000000,1300,2100,3400,3400,3900,4200,4300,4700,4800,4800,4800,652,60,1300.0,1814.1885488650628,302.46045800049615,4832.257800999287,460.54294478527606
1694881409,500,,Aggregated,124.000000,15.000000,1200,1900,2400,3400,3900,4200,4800,5300,5400,5400,5400,777,60,1200.0,1785.2576510695137,302.46045800049615,5400.945476998459,467.984555984556
1694881410,500,,Aggregated,124.600000,12.000000,1200,1800,2200,2500,3900,4200,4700,5200,5400,5400,5400,904,60,1200.0,1717.8922228772385,302.46045800049615,5400.945476998459,467.47013274336285
1694881411,500,,Aggregated,122.666667,10.000000,1200,1800,2100,2400,3800,4200,4400,5200,5400,7600,7600,1034,60,1200.0,1699.529886905255,302.46045800049615,7620.179552999616,473.4071566731141
1694881412,500,,Aggregated,123.714286,8.571429,1200,1900,2100,2300,3700,4200,4400,4800,5400,7600,7600,1163,60,1200.0,1695.5623686913418,302.46045800049615,7620.179552999616,471.3164230438521
1694881413,500,,Aggregated,125.000000,7.500000,1200,1800,2100,2300,3700,4200,4300,4800,5400,7600,7600,1277,60,1200.0,1688.8593634487222,302.46045800049615,7620.179552999616,477.8966327329679
1694881414,500,,Aggregated,125.000000,6.666667,1200,1800,2100,2300,3700,4200,4500,4800,5400,7600,7600,1406,60,1200.0,1704.9551643762588,302.46045800049615,7620.179552999616,477.6756756756757
1694881415,500,,Aggregated,124.300000,6.000000,1200,1900,2100,2200,3700,4200,4500,5200,11000,11000,11000,1537,60,1200.0,1708.2699729479632,302.46045800049615,11001.4643049999,484.121014964216
1694881416,500,,Aggregated,130.300000,6.000000,1200,1900,2100,2200,3700,4200,4400,4900,11000,11000,11000,1675,60,1200.0,1707.3237409874746,302.46045800049615,11001.4643049999,488.2268656716418
1694881417,500,,Aggregated,130.300000,6.000000,1200,1900,2100,2200,3700,4200,4500,5200,11000,11000,11000,1808,60,1200.0,1708.7700111709182,302.46045800049615,11001.4643049999,492.591814159292
1694881418,500,,Aggregated,131.700000,6.000000,1200,1800,2100,2200,3700,4200,4500,5300,11000,11000,11000,1934,60,1200.0,1715.8906669974276,302.46045800049615,11001.4643049999,491.25025853154085
1694881419,500,,Aggregated,127.000000,0.000000,1200,1800,2100,2200,3500,4200,4500,5300,8800,11000,11000,2059,60,1200.0,1707.2031013710703,302.46045800049615,11001.4643049999,493.1777561923264
1694881420,500,,Aggregated,127.300000,0.000000,1200,1800,2100,2200,3500,4200,4700,7600,17000,17000,17000,2193,60,1200.0,1730.1345143579683,302.46045800049615,16711.48723099941,489.8659370725034
1694881421,500,,Aggregated,128.300000,0.000000,1200,1800,2100,2200,3400,4200,4700,7600,17000,18000,18000,2326,60,1200.0,1733.9964068589977,302.46045800049615,17680.034958999386,490.26311263972485
1694881422,500,,Aggregated,128.300000,0.000000,1100,1600,2100,2200,3400,4200,4700,8200,17000,18000,18000,2458,60,1100.0,1721.4675200764984,302.46045800049615,17680.034958999386,493.49308380797396
1694881423,500,,Aggregated,128.200000,0.000000,1100,1600,2100,2200,3400,4200,4700,8200,17000,18000,18000,2586,60,1100.0,1722.4680039586383,302.46045800049615,17680.034958999386,494.546403712297
1694881424,500,,Aggregated,128.800000,0.000000,1100,1600,2100,2100,3400,4200,4600,7600,17000,18000,18000,2711,60,1100.0,1718.4766183592903,302.46045800049615,17680.034958999386,495.60936923644414
1694881425,500,,Aggregated,130.300000,0.000000,1100,1600,2100,2100,3400,4200,4600,8200,17000,18000,18000,2846,60,1100.0,1723.235077118772,302.46045800049615,17680.034958999386,497.3355586788475
1694881426,500,,Aggregated,130.600000,0.000000,1100,1600,2100,2100,3400,4200,4800,8300,18000,18000,18000,2980,60,1100.0,1735.796646517796,302.46045800049615,17934.168492000026,496.5234899328859
1694881427,500,,Aggregated,130.700000,0.000000,1100,1600,2100,2100,3400,4200,4800,8300,17000,18000,18000,3107,60,1100.0,1737.143655415202,302.46045800049615,17934.168492000026,497.3797875764403
1694881428,500,,Aggregated,130.100000,0.000000,1100,1500,2100,2100,3400,4200,4800,8300,17000,18000,18000,3237,60,1100.0,1731.7584774275715,302.46045800049615,17934.168492000026,496.61538461538464
1694881429,500,,Aggregated,129.500000,0.000000,1100,1500,2100,2100,3400,4200,4800,8300,17000,18000,18000,3353,60,1100.0,1735.8149933024322,302.46045800049615,17934.168492000026,496.85982702057856
1694881430,500,,Aggregated,129.800000,0.000000,1100,1400,2100,2100,3400,4200,4800,8400,17000,18000,18000,3496,60,1100.0,1742.2400107514486,302.46045800049615,17934.168492000026,497.85955377574373
1694881431,500,,Aggregated,129.300000,0.000000,1100,1500,2100,2100,3400,4200,4900,8400,17000,18000,18000,3628,60,1100.0,1750.6825951488572,302.46045800049615,17934.168492000026,499.58544652701215
1694881432,500,,Aggregated,129.800000,0.000000,1100,1400,2100,2100,3400,4200,4900,8400,17000,18000,18000,3761,60,1100.0,1745.7177106963713,302.46045800049615,17934.168492000026,501.28210582291945
1694881433,500,,Aggregated,130.200000,0.000000,1100,1300,2100,2100,3400,4200,5200,8400,30000,30000,30000,3885,60,1100.0,1772.4050074180295,302.46045800049615,29788.261698000497,501.7181467181467
1694881434,500,,Aggregated,129.800000,0.000000,1100,1300,2100,2100,3400,4200,5300,8500,30000,31000,31000,4007,60,1100.0,1798.613137035198,302.46045800049615,30826.051039999584,502.4604442226104
1694881435,500,,Aggregated,129.400000,0.000000,1100,1300,2100,2100,3400,4200,5400,8500,30000,31000,31000,4151,60,1100.0,1793.839897865585,302.46045800049615,30826.051039999584,503.19248373885813
1694881436,500,,Aggregated,129.900000,0.000000,1100,1300,2100,2100,3400,4200,5400,8500,30000,31000,31000,4287,60,1100.0,1783.2688484919631,302.46045800049615,30826.051039999584,502.29041287613717
1694881437,500,,Aggregated,129.800000,0.000000,1100,1300,2100,2100,3400,4200,7600,8500,30000,31000,31000,4415,60,1100.0,1799.686387105788,302.46045800049615,30826.051039999584,504.63986409966026
1694881438,500,,Aggregated,130.400000,0.000000,1100,1300,2100,2100,3400,4200,8200,8500,30000,31000,31000,4549,60,1100.0,1804.9503457210499,302.46045800049615,30826.051039999584,503.7443394152561
1694881439,500,,Aggregated,130.900000,0.000000,1100,1200,2100,2100,3400,4200,8200,8500,30000,31000,31000,4663,60,1100.0,1793.5713668522553,302.46045800049615,30826.051039999584,504.75359210808494
1694881440,500,,Aggregated,130.500000,0.000000,1100,1200,2100,2100,3400,4200,8200,8500,30000,31000,31000,4797,60,1100.0,1795.5157294613425,302.46045800049615,30826.051039999584,505.1676047529706
1694881441,500,,Aggregated,131.300000,0.000000,1100,1300,2100,2100,3400,4200,8200,8500,30000,31000,31000,4935,60,1100.0,1804.3191394638363,302.46045800049615,30826.051039999584,504.87841945288756
1694881442,500,,Aggregated,130.400000,0.000000,1100,1300,2100,2100,3400,4200,8200,8600,30000,31000,31000,5074,60,1100.0,1803.0478773870757,302.46045800049615,30826.051039999584,504.5394166338195
1694881443,500,,Aggregated,130.100000,0.000000,1100,1300,2100,2100,3400,4200,8200,8500,30000,31000,31000,5209,60,1100.0,1799.6837670222696,302.46045800049615,30826.051039999584,505.2511038587061
1694881444,500,,Aggregated,131.900000,0.000000,1100,1300,2100,2100,3400,4200,8200,8500,30000,31000,31000,5325,60,1100.0,1796.6403437977463,302.46045800049615,30826.051039999584,505.59718309859153
1694881445,500,,Aggregated,132.000000,0.000000,1100,1300,2100,2100,3400,4200,8200,8500,30000,31000,31000,5460,60,1100.0,1795.8552320507335,302.46045800049615,30826.051039999584,506.1263736263736
1694881446,500,,Aggregated,131.900000,0.000000,1100,1300,2100,2100,3400,4200,8200,8500,30000,31000,31000,5595,60,1100.0,1790.5046921762323,302.46045800049615,30826.051039999584,505.4235924932976
1694881447,500,,Aggregated,131.200000,0.000000,1100,1300,2100,2100,3400,4200,8200,8500,31000,33000,33000,5728,60,1100.0,1800.439983967186,302.46045800049615,32575.150515000132,505.9306913407821
1694881448,500,,Aggregated,131.400000,0.000000,1100,1300,2100,2100,3400,4200,8200,8500,31000,33000,33000,5862,60,1100.0,1798.1402991247114,302.46045800049615,32575.150515000132,505.32139201637665
1694881449,500,,Aggregated,131.200000,0.000000,1100,1300,2100,2100,3400,4200,8200,8500,31000,33000,33000,5982,60,1100.0,1797.6773362390581,302.46045800049615,32575.150515000132,506.30792377131394
1694881450,500,,Aggregated,131.200000,0.000000,1100,1300,2100,2100,3400,4200,8200,8500,30000,33000,33000,6108,60,1100.0,1796.4960605648403,302.46045800049615,32575.150515000132,506.2632612966601
1694881451,500,,Aggregated,131.300000,0.000000,1100,1200,2100,2100,3400,4200,8200,8500,30000,33000,33000,6249,60,1100.0,1791.4368727849333,302.46045800049615,32575.150515000132,506.1742678828613
1694881452,500,,Aggregated,131.200000,0.000000,1100,1200,2100,2100,3100,4200,8100,8500,30000,33000,33000,6386,60,1100.0,1783.3130115734514,302.46045800049615,32575.150515000132,506.0870654556843
1694881453,500,,Aggregated,132.000000,0.000000,1100,1200,2100,2100,3200,4200,8200,8500,30000,33000,33000,6516,60,1100.0,1785.8390956014518,302.46045800049615,32575.150515000132,506.6731123388582
1694881454,500,,Aggregated,130.200000,0.000000,1100,1200,2100,2100,3100,4200,8200,8500,30000,33000,33000,6644,60,1100.0,1786.1092600102438,302.46045800049615,32575.150515000132,507.133955448525
1694881455,500,,Aggregated,130.500000,0.000000,1100,1200,2100,2100,3100,4200,8100,8500,30000,33000,33000,6775,60,1100.0,1782.01068656798,302.46045800049615,32575.150515000132,507.129889298893
1694881456,500,,Aggregated,132.100000,0.000000,1100,1200,2100,2100,3100,4200,8100,8500,30000,33000,33000,6916,60,1100.0,1777.6646544259795,302.46045800049615,32575.150515000132,507.227009832273
1694881457,500,,Aggregated,130.500000,0.000000,1100,1200,2100,2100,3100,4200,8100,8500,30000,33000,33000,7054,60,1100.0,1773.0596657926114,302.46045800049615,32575.150515000132,507.6542387297987
1694881458,500,,Aggregated,131.500000,0.000000,1100,1200,2100,2100,3100,4200,8100,8500,30000,33000,33000,7175,60,1100.0,1767.1290410532517,302.46045800049615,32575.150515000132,507.82648083623695
1694881459,500,,Aggregated,132.000000,0.000000,1100,1200,2100,2100,3100,4200,8100,8500,30000,33000,33000,7293,60,1100.0,1766.3071936510453,302.46045800049615,32575.150515000132,507.94611271081857
1694881460,500,,Aggregated,131.900000,0.000000,1100,1200,2100,2100,3100,4200,8100,8500,30000,33000,33000,7416,60,1100.0,1768.250857913037,302.46045800049615,32575.150515000132,508.01739482200645
1694881461,500,,Aggregated,131.500000,0.000000,1100,1200,2100,2100,2900,4200,7600,8500,30000,33000,33000,7553,60,1100.0,1761.1871975195388,302.46045800049615,32575.150515000132,507.55276049251955
1694881462,500,,Aggregated,129.600000,0.000000,1100,1200,2100,2100,2800,4200,7600,8500,30000,33000,33000,7686,60,1100.0,1756.8520107249658,302.46045800049615,32575.150515000132,507.2790788446526
1694881463,500,,Aggregated,129.500000,0.000000,1100,1200,2100,2100,2800,4200,6300,8500,30000,33000,33000,7820,60,1100.0,1753.4520439868406,302.46045800049615,32575.150515000132,506.5402813299233
1694881464,500,,Aggregated,130.100000,0.000000,1100,1200,2100,2100,3000,4200,8100,8500,31000,33000,33000,7936,60,1100.0,1767.4114880902337,302.46045800049615,32808.34591299936,506.753654233871
1694881465,500,,Aggregated,129.800000,0.000000,1100,1200,2100,2100,2800,4200,8100,8500,30000,33000,33000,8056,60,1100.0,1765.5424437870038,302.46045800049615,32808.34591299936,507.2135054617676
1694881466,500,,Aggregated,129.500000,0.000000,1100,1200,2100,2100,2800,4200,8100,8500,30000,33000,33000,8178,60,1100.0,1764.206744495977,302.46045800049615,32808.34591299936,507.5777696258254
1694881467,500,,Aggregated,128.900000,0.000000,1100,1200,2100,2100,2800,4200,8100,8500,30000,33000,33000,8303,60,1100.0,1763.9144250772135,302.46045800049615,32808.34591299936,507.56606046007465
1694881468,500,,Aggregated,127.400000,0.000000,1100,1200,2100,2100,2800,4200,8100,8500,30000,33000,33000,8428,60,1100.0,1765.5519396230554,302.46045800049615,32808.34591299936,507.5546986236355
1694881469,500,,Aggregated,125.100000,0.000000,1100,1200,2100,2100,2800,4200,8100,8500,30000,33000,33000,8554,60,1100.0,1767.2806157132459,302.46045800049615,32808.34591299936,507.5833528173954
1694881470,500,,Aggregated,124.200000,0.000000,1100,1300,2100,2100,2800,4200,8100,8500,31000,33000,33000,8669,60,1100.0,1779.2299087543083,302.46045800049615,32878.62793000022,507.41411927557965
1694881471,500,,Aggregated,124.900000,0.000000,1100,1300,2100,2100,2800,4200,8200,8500,31000,34000,34000,8802,60,1100.0,1785.4511460192105,302.46045800049615,33644.94058699893,507.9441036128153
1694881472,500,,Aggregated,125.900000,0.000000,1100,1300,2100,2100,2800,4200,8200,8500,31000,34000,34000,8925,60,1100.0,1788.7236873325608,302.46045800049615,33644.94058699893,507.4739495798319
1694881473,500,,Aggregated,125.100000,0.000000,1100,1200,2100,2100,2800,4200,8200,8500,31000,34000,34000,9050,60,1100.0,1785.5696996475249,302.46045800049615,33644.94058699893,507.0917127071823
1694881474,500,,Aggregated,124.200000,0.000000,1100,1200,2100,2100,2800,4200,8200,8500,31000,34000,34000,9178,60,1100.0,1784.2393670589563,302.46045800049615,33644.94058699893,507.3459359337546
1694881475,500,,Aggregated,123.700000,0.000000,1100,1300,2100,2100,2800,4200,8200,8500,31000,34000,34000,9290,60,1100.0,1789.1111968944163,302.46045800049615,33644.94058699893,507.44456404736275
1694881476,500,,Aggregated,122.500000,0.000000,1100,1200,2100,2100,2800,4200,8200,8500,31000,34000,34000,9419,60,1100.0,1786.9411118760079,302.46045800049615,33644.94058699893,507.0785646034611
1694881477,500,,Aggregated,122.800000,0.000000,1100,1200,2100,2100,2800,4200,8200,8600,31000,34000,34000,9546,60,1100.0,1794.389670744828,302.46045800049615,33644.94058699893,506.86329352608425
