Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/rni/v2/queries/plmn_info/1,161386,2345,830.0,3524.0407257014494,597.7264499997545,170409.03235600036,169.50077454054255,89.67669924207719,1.3030365689878367,830,1800,1800,2200,4200,8400,32000,66000,131000,132000,170000
POST,/rni/v2/queries/rab_info/1,162149,2289,830.0,3499.4010328016243,608.333551999749,170269.32851499988,835.0432010064817,90.10067233467323,1.2719192777881272,830,1800,1800,2200,4200,8400,32000,66000,131000,131000,170000
,Aggregated,323535,4634,830.0,3511.691825075502,597.7264499997545,170409.03235600036,503.0567697467044,179.77737157675043,2.574955846775964,830,1800,1800,2200,4200,8400,32000,66000,131000,132000,170000
